OBJECTID,polygon,Name,Address,MapBlockLot,MBL_Unique,Date,Retrofit_Date,Description,Height_ft,Stories_Above_Grade,Stories_Below_Grade,Occupancy,Structural_Material,Structural_System,Structural_Types,Facade_Material,Foundation_System,BORP_Report,Instrumented,Square_Footage,Fire_Resistence_Type,Percent_Sprinklered,Liquefaction_Potential,BedrockDepth_MEAN,BedrockDepth_MAX,BedrockDepth_MIN,Permit_Date_1,Permit_Date_2,Permit_Date_3,Completion_Date,Building_Code_Year,Base_Plan_Size,Tower_Plan_Size,Typ_Story_Height,Attyp_Story_Height,Architectural_Notes,Atrium_Location,MEP_levels,Site_Class,Foundation_Info,Collected_on,Primary_Source,Shape_Length,Shape_Area
7,"POLYGON ((-122.39556787759473 37.78974497264787, -122.39526326994695 37.78950134521779, -122.3950176436493 37.789696201879885, -122.3951399831155 37.78979334799632, -122.3950684962626 37.7898535055008, -122.39525001673842 37.78999863423413, -122.39556787759473 37.78974497264787))",181 Fremont,181 Fremont Street,3719450,3719450,2017,,"glass cladding, exterior mega-fame system with inclining mega-braces",746,58,5,Mixed Uses (With Residential),Steel,Dual: Steel Moment Frame and Steel Braced Frame - Unspecified,Steel Braced Frame,glass,Drilled Shafts,,,706617,Type I - Fire resistive,100,Very High,220,240,207,2013,,,2017,2010,133x125,133x125 (continue to shrink),"12'6""","first floor 29'10""",shape change through elevation,none,"Amenity 37, MEP 38 and roof",D,caisson foundation; extends to bedrock,2.0171E+13,Plans at DBI,510.1626277,14790.57766
6,"POLYGON ((-122.39621271193658 37.79064483837109, -122.39630282436866 37.79057308847122, -122.39631266824566 37.790576924320895, -122.39644679602814 37.79047244461614, -122.39644666426643 37.79047226559209, -122.39644662328581 37.79047226174519, -122.39636321250562 37.79040749679214, -122.39637569994478 37.79037539671677, -122.39608881266857 37.790147239517346, -122.39583779784947 37.790346544571214, -122.39590464372152 37.790402138765145, -122.39590872404787 37.79040231828624, -122.39594981641758 37.79043447331562, -122.39594592765154 37.790454784235486, -122.3959460694904 37.79045495769078, -122.39610889891289 37.79058408999447, -122.39613206350218 37.79057920332498, -122.39621271193658 37.79064483837109), (-122.396431543791 37.79047116688216, -122.39643088506348 37.79047111979939, -122.39643118221444 37.79047088250787, -122.396431543791 37.79047116688216))",Millenium Tower,301 Mission Street,3719020,3719020,2009,,glass cladding; 3 story podium. tower: west; mid-rise: east. seismic joint at B1 ground 2nd 3rd,605,58,5,Residential,RC,Dual: RC Shear Wall and RC Moment Frame,RC Shear Wall,glass,Mat + Pile,,TRUE,1100000,Type I - Fire resistive,100,Very High,257,262,249,2005,,,2009,2000,201x156,201x156,"10'4""","ground floor retail 16'7""",none,none,,D,mat with precast piles,2.0171E+13,Plans at DBI,521.0500149,15961.70013
5,"POLYGON ((-122.40302287389062 37.78938708275988, -122.40304664856464 37.789400981444686, -122.40357951573912 37.78933366495128, -122.4035986984337 37.78931226960138, -122.40359876681023 37.789312101773305, -122.40353844869053 37.78901974462106, -122.40351486680993 37.789006410686014, -122.40298081793793 37.789074231753276, -122.4029627307246 37.789093445511966, -122.40296267733436 37.78909362210993, -122.40296380379485 37.789099114839736, -122.40302287389062 37.78938708275988))",Telesis Tower,120 Kearny Street,292008,292008,1980,,concrete panels on tower with no podium,514,39,3,"Office (Management, Information, Professional Services)",Steel,Steel Moment Frame - Perimeter,Steel Moment Frame,concrete panels,Mat,,,980000,Type I - Fire resistive,100,Moderate,196,202,186,1979,,,,,162x122,162x122,12.5',first 4 floors are 15' - 16',none,1st and 2nd floor have 12' and a few 24' bays in both direction,,,,2.0171E+13,Plans at DBI,563.6625852,20245.82971
4,"POLYGON ((-122.39063593035821 37.78961768583953, -122.39063609207653 37.789617793194004, -122.39065325985756 37.78960346265422, -122.39064042005631 37.789593357800825, -122.39065442276926 37.78958870112432, -122.39067330013822 37.78957778038085, -122.39068720672778 37.78956595882523, -122.39069668838926 37.78955455969386, -122.39070424717183 37.789540517507334, -122.39071345289467 37.789526487663124, -122.39072653785801 37.78951312739505, -122.39074042883553 37.789503949330005, -122.39075763230858 37.78949566081027, -122.390774260821 37.78949110530486, -122.3907786755304 37.78949376066969, -122.39079423701128 37.78948217571631, -122.39080104414005 37.78947509660416, -122.39080959441537 37.78948193214818, -122.39080974719016 37.78948204505306, -122.39082691867873 37.789467728846496, -122.39081439240636 37.78945771721581, -122.39082016108894 37.78944798717544, -122.39082442869083 37.78942778391985, -122.39082396786878 37.789411514567405, -122.39082184099571 37.789395686488454, -122.39081145953249 37.78937455558766, -122.39079551531958 37.78935603367176, -122.39077925860197 37.78934454980295, -122.39077906897549 37.78934441676116, -122.3907639001122 37.789336230994834, -122.39074153834534 37.78932866975225, -122.39072641587856 37.7893222613233, -122.39071250707434 37.78931133639626, -122.39070455205845 37.789300761194816, -122.39069825190363 37.789289751209, -122.39070213702519 37.78928712857448, -122.39069609679028 37.78927985984677, -122.39067739016335 37.78926264931149, -122.39067719824405 37.78926251540509, -122.39065818513055 37.78925168764, -122.39062533449903 37.789239914685396, -122.39060073257833 37.7892369611716, -122.39056585813537 37.78924034654884, -122.39054896944634 37.78924560914066, -122.39053638993171 37.78923555507685, -122.39053622578353 37.78923544145279, -122.39051905343274 37.78924976844589, -122.39052632267854 37.789255577344264, -122.3905231519653 37.789257312542865, -122.39050703118914 37.789269989682126, -122.39049196337464 37.789291464664785, -122.39048077478962 37.78931097769917, -122.39047101188764 37.78932301667543, -122.39045516519566 37.78933548754173, -122.39042966875998 37.789343298859464, -122.39041638845316 37.78934871896786, -122.39041270254752 37.7893453390485, -122.39041250495282 37.789345205232635, -122.39040612822004 37.78934782454659, -122.39038440387466 37.78936904845637, -122.39037526503715 37.78938468135481, -122.39036005201939 37.78937270756125, -122.39035988453459 37.789372596694044, -122.39034271661271 37.78938692178666, -122.39036848299057 37.78940720045834, -122.39036810591784 37.789408982787194, -122.39036907715634 37.78942897946904, -122.39037475698571 37.78944988297894, -122.39038817200802 37.78947170156845, -122.39041158092006 37.78949113303966, -122.39041177960442 37.78949126503559, -122.3904321927508 37.789500791577844, -122.39045952117964 37.78951078672083, -122.39047452130033 37.78951997196904, -122.39048741908842 37.78953208831062, -122.39049674175621 37.78954553357867, -122.39049285938611 37.78954683769264, -122.39049504057908 37.78955191077488, -122.39050739689772 37.78956778212295, -122.39053027475258 37.789583480264994, -122.39053046994026 37.78958360871198, -122.39055668872561 37.78959426508816, -122.39058100916438 37.78960007455227, -122.39060868550757 37.789599958823196, -122.39061249419929 37.789599239870405, -122.39063593035821 37.78961768583953))",Infinity (D) South,338 Spear Street,3745382,3745382,2006,,"glass tower on common substructure with 2 short, 2 tall superstructures",401,41,5,Residential,RC,RC Shear Wall,RC Shear Wall,glass,Mat,,TRUE,454990,Type I - Fire resistive,100,Very High,23,37,14,2006,,,2006,2001,116x108,116x108,"9'8""","2nd 14'9""",,2 story atrium,,B,Mat on bedrock,2.0171E+13,Plans at DBI,453.2209009,11472.16416
176,"POLYGON ((-122.40900942274266 37.79334253080544, -122.4090113615674 37.79334227501468, -122.40899256430882 37.793251863306615, -122.40895983871171 37.79308999826375, -122.4089592308502 37.79309007569549, -122.40895787210852 37.79308343052387, -122.40880655225718 37.7931029401308, -122.40880646120969 37.79310297675197, -122.4088080467792 37.79311071502854, -122.40876712000575 37.79311607376025, -122.4088187295875 37.793364238751025, -122.40900942274266 37.79334253080544))",10 Miller,10 Miller Place,224034,224034,1964,,bolted steel space  frame with shear walls (not a big wall),281,22,,Residential,Mixed: RC and Steel,Dual: RC Shear Wall and Steel Moment Frame,RC Shear Wall,concrete,Footings,,,61250,Type II - Noncombustible,20,Very Low,68,81,55,,,,1964,,93x56,93x56,,,,,,,,2.01808E+13,Plans at DBI,302.6723228,5314.765216
3,"POLYGON ((-122.39133736997944 37.78956524487602, -122.39135302163281 37.789565183969, -122.3913768197358 37.78956069361488, -122.39139100492886 37.78957185285232, -122.39139115084798 37.789571964064024, -122.39140832185518 37.78955763245875, -122.39140166094415 37.78955239333278, -122.39141827544874 37.78954278578071, -122.39143233011069 37.78953085271352, -122.39144190302495 37.789519340306455, -122.39144954099484 37.789505158013235, -122.39145885101502 37.78949099305632, -122.39147206641168 37.789477498133, -122.39148610040868 37.78946823206932, -122.39150347762612 37.789459857740795, -122.39152026642586 37.78945526621323, -122.39152471710635 37.78945795071339, -122.3915404376908 37.789446241443805, -122.39155534561988 37.789430760129164, -122.39155617421592 37.78942936257863, -122.39156463392635 37.789436117511855, -122.39156477759809 37.789436229660616, -122.39158193855361 37.78942190720199, -122.39156701044976 37.78940998126038, -122.3915709549299 37.78939132242385, -122.39157050480043 37.78937489969446, -122.3915683702564 37.78935891043285, -122.39155789233631 37.7893375675551, -122.39154180822844 37.789318865937055, -122.39154165538403 37.78931875033062, -122.39152524578374 37.789307153660594, -122.39150993831157 37.789298879190426, -122.39148736021781 37.78929125396782, -122.39147205845573 37.78928476379604, -122.39145802063446 37.78927372657131, -122.39144999479234 37.78926304981668, -122.39144363847112 37.78925193442713, -122.39144756948556 37.78924928669878, -122.39144147610328 37.78924194045537, -122.39142259021125 37.789224564385094, -122.39142243732132 37.78922444697678, -122.39140324172845 37.789213503297695, -122.39137008833661 37.78920161824831, -122.3913452496021 37.78919864165198, -122.39131003392473 37.78920204804429, -122.3913076645807 37.7892027871905, -122.39129142088129 37.7891898098783, -122.39129127151178 37.78918969691937, -122.39127410605917 37.78920402121081, -122.39127425315839 37.78920413420613, -122.39128245093058 37.78921068337874, -122.39126690308608 37.7892191869453, -122.3912506197206 37.78923198485484, -122.39123538929042 37.78925366531668, -122.39122408648895 37.7892733677085, -122.39121422233104 37.78928552823336, -122.39119821420506 37.78929812075068, -122.39117246206497 37.78930601023107, -122.39115903342602 37.78931148957945, -122.39115528229179 37.78930804674306, -122.39115512722364 37.789307932974225, -122.39114868409767 37.789310575022704, -122.3911267438997 37.78933200981319, -122.39112510174868 37.7893348163824, -122.39111511387081 37.789326958515254, -122.39111496459307 37.78932684915953, -122.39109779455717 37.789341174398594, -122.39109794158755 37.7893412846916, -122.39111414769822 37.78935403462698, -122.3911102608791 37.789372331136775, -122.39111123405037 37.789392529655736, -122.39111695114629 37.78941363981379, -122.39113048982604 37.789435668123346, -122.39115410606927 37.78945529619331, -122.39115426454315 37.78945540990757, -122.39116390228895 37.789459908271404, -122.39119042088582 37.78946405296693, -122.39120325559578 37.789468560431395, -122.39121181218512 37.78947194150983, -122.39122322153169 37.78947983064187, -122.39123748206907 37.789486592589206, -122.3912446119501 37.78949673579343, -122.39125459526917 37.78950575087602, -122.39125602150558 37.789513639716915, -122.3912674295176 37.789524909302756, -122.39127313441604 37.78953167149396, -122.39128311633037 37.78953956098613, -122.39129737688467 37.789546322926206, -122.39130878509367 37.78955421116719, -122.39132019413884 37.78956097288189, -122.39133736997944 37.78956524487602))",Infinity (B) North,301 Main Street,3745029,3745029,2006,,"glass tower on common substructure with 2 short, 2 tall superstructures",350,36,5,Residential,RC,RC Shear Wall,RC Shear Wall,glass,Mat,,,409556,Type I - Fire resistive,100,Very High,25,41,17,2006,,,2006,2001,116x107,116x107,"9'8""","1st 14'9""",,2 story atrium,,B,Mat on bedrock,2.0171E+13,Plans at DBI,446.675817,11456.53602
2,"POLYGON ((-122.38902221513722 37.78653122578313, -122.3893922753759 37.78623069264541, -122.38939224295152 37.786230667931115, -122.38939822975348 37.786225898320794, -122.38939814955266 37.786225825706794, -122.38926260778126 37.786118625966, -122.38926252304034 37.786118553424686, -122.38925528971065 37.786124317209726, -122.38922450188355 37.78610040938789, -122.38923633723665 37.786090792191324, -122.38912720589902 37.78600606253637, -122.38912754093806 37.78600579671863, -122.38912751889009 37.78600577814646, -122.38912180789758 37.78600121310124, -122.38912463589979 37.78599895531991, -122.38912460917399 37.78599893141545, -122.38905897277205 37.78594717848737, -122.38899362433098 37.785999374533084, -122.38899365105672 37.785999398437546, -122.38899478436355 37.78600029230442, -122.38867096595112 37.78625560068005, -122.38867099029208 37.78625562011675, -122.38872721194407 37.786300547811884, -122.38872623512724 37.78630134210459, -122.38896349695354 37.7864856199581, -122.38901989457422 37.78653062130101, -122.38902065819568 37.78653001697202, -122.38902221513722 37.78653122578313))",The Watermark,501 Beale Street,3771004,3771004,2004,,concrete paneled building with 3 story podium,225,22,0,Residential,RC,RC Shear Wall,RC Shear Wall,concrete panels,Mat + Pile,,,149000,Type I - Fire resistive,100,Very High,116,133,98,2004,,,,2001,140x155,94x111,"9' 8""",1st and 3rd 11',podiums on east and south sides,none,none,,,2.0171E+13,Plans at DBI,608.2845978,22215.95404
1,"POLYGON ((-122.4051588861889 37.78186188924615, -122.40515419169637 37.7818492156409, -122.40514445104978 37.78183720486091, -122.40512179824113 37.78182539642254, -122.40511138512225 37.781810984859526, -122.40509611066464 37.78180160762239, -122.40508569062766 37.78179741683001, -122.40509584756919 37.781789138179256, -122.40508824535318 37.781774261227426, -122.40508129736294 37.781768642683325, -122.40507859488774 37.78176514548482, -122.40507421723161 37.781762919029674, -122.40507108767534 37.781760390326795, -122.4050514836445 37.78175251957877, -122.4050376485439 37.78173462514012, -122.40502346628237 37.78172143433485, -122.40500159160177 37.78170728997261, -122.40498874078156 37.781702136299636, -122.40498542709446 37.781700485647946, -122.40497936498775 37.78168712758269, -122.40496979597167 37.78167830881701, -122.40495921781653 37.78167198108802, -122.40494507897986 37.78166628135877, -122.40494465919294 37.7816661619717, -122.40494076731801 37.781664192619324, -122.40493628249595 37.781663764009, -122.40493084217614 37.78166220719728, -122.40491949605966 37.78166135412748, -122.40491473711636 37.781661704087746, -122.40491111511129 37.78166135796536, -122.40487716032747 37.78170127969373, -122.40485977856966 37.78172063831763, -122.40485830907286 37.781719480569556, -122.40484990940975 37.781726192436345, -122.40484984502282 37.78172642689086, -122.40485106190961 37.781727386848644, -122.40481807394595 37.78175360711188, -122.40481480915395 37.7817541726503, -122.40469755927947 37.781849396602574, -122.40465054537478 37.7818867652169, -122.4046391561151 37.78187736841351, -122.40458115931754 37.78192163026954, -122.40458113654176 37.78192171625274, -122.40459361853426 37.781932013745234, -122.40458360436635 37.78193997371899, -122.40457201790223 37.781930414271706, -122.40451402540162 37.781974669715105, -122.40451400371454 37.781974753878266, -122.40452668184577 37.78198521673615, -122.40452285267182 37.78198826070764, -122.40452279368158 37.78198848426023, -122.40452317732154 37.78198878808028, -122.40452082292298 37.78199067179813, -122.40452076177817 37.781990899891575, -122.40452206209632 37.78199192519472, -122.40451846042096 37.781994851938144, -122.40450455180857 37.781983386079425, -122.40443179259391 37.7820389072649, -122.40443177208797 37.78203899321143, -122.40444781310028 37.78205222796067, -122.40444771071084 37.78205230892139, -122.40440474170487 37.78206144647685, -122.40440472826627 37.78206149806307, -122.40441091504836 37.782077329774594, -122.40437595240903 37.782084917679235, -122.40437593897039 37.782084969265455, -122.40438025560788 37.782100668968134, -122.40434433844393 37.782109248295306, -122.40434432502836 37.78210930078236, -122.40434895292668 37.782125448768625, -122.4043129071711 37.7821336192098, -122.40431289373248 37.78213367079602, -122.40431920803444 37.78214991501025, -122.40428354985417 37.7821575690953, -122.40428353641543 37.782157620681524, -122.40428933431566 37.78217396335941, -122.40425251264163 37.78218141182554, -122.4042524991798 37.782181462510906, -122.40425768096074 37.78220105590417, -122.40447055720495 37.782377242687524, -122.40447644968025 37.782372784730036, -122.40451613822081 37.78240548309087, -122.40457592682233 37.78245152904062, -122.40516610145161 37.7819730914292, -122.40508428572495 37.781919222297766, -122.4051588861889 37.78186188924615))",InterContinental San Francisco,888 Howard Street,3724072,3724072,2008,,glass clad building with 6 story podium,350,35,2,"Hotels, Visitor Services",RC,Dual: RC Shear Wall and RC Moment Frame,RC Shear Wall,Glass,,,,564614,Type I - Fire resistive,100,Very High,223,226,222,2007,,,2008,2001,280x136,192x64,"9'2""",podium floors 10-18',podiums north and east side,2 story atrium around center core,34,D,,2.0171E+13,Plans at DBI,882.8439574,35400.52643
180,"POLYGON ((-122.3936625975764 37.78859691822469, -122.39372184385739 37.788646219059444, -122.39395466272404 37.788465472851925, -122.39359443042432 37.788179246818856, -122.39336721804496 37.78835220055495, -122.3936625975764 37.78859691822469))",Solaire (Transbay Block 6),299 Fremont Street,3738004,3738004,2017,,32 story shear wall building; 6-story podium; soil cement columns are recommended at the north and northeast zone of site,330,33,1,Residential,RC,RC Shear Wall,RC Shear Wall,glass and aluminium,Mat,,,476705,Type I - Fire resistive,,,,,,,,,2017,,267x183,140x100,"9' 2""",1st 15',,,,,,2.01809E+13,Plans at DBI,480.5942611,13669.35314
179,"POLYGON ((-122.42974408593867 37.79072837275241, -122.42974433906545 37.790728324450065, -122.42970048433283 37.7905104367164, -122.42969667776238 37.79051091988213, -122.42968966294656 37.790476395514816, -122.42968960639986 37.79047640455116, -122.42922489742564 37.790536026253996, -122.42922485225375 37.790536036005264, -122.42923172744723 37.79056987144766, -122.42922439499189 37.79057080161345, -122.42922413855347 37.79057085357372, -122.42926797596188 37.79078873903969, -122.42927599326275 37.79078772286503, -122.42974094379488 37.790728772046734, -122.42974408593867 37.79072837275241))",Pacific Heights Towers,2200 Sacramento Street,0627A001,0627A001,1964,,,240,20,1,"Office (Management, Information, Professional Services)",Steel,,Unknown,concrete and glass,,,,248000,Type I - Fire resistive,10,Very Low,75,85,65,,,,1964,,,,,,,,,,,2.01809E+13,Emporis,464.687708,12915.4789
178,"POLYGON ((-122.39837673987458 37.78495582787456, -122.3983802277339 37.78495305366143, -122.39838116451418 37.78495380731152, -122.39898060135529 37.784478779145026, -122.39898058376612 37.78447866857928, -122.39868590225647 37.7842388815159, -122.39867761304217 37.78424537125199, -122.39867181097405 37.784240681957606, -122.39807257042287 37.78471526021538, -122.39837673987458 37.78495582787456))",Pacific Telephone Building,680 Folsom Street,3735013,3735013,1963,,"steel bolted space frame, before renovation (elevation not found)",166,13,,"Office (Management, Information, Professional Services)",Steel,Steel Moment Frame - Space,Steel Moment Frame,glass,Footings,,,501946,Type I - Fire resistive,100,Very High,43,62,28,1963,,,,,280x174,280x174,,,,,,,,2.01808E+13,Plans at DBI,743.1089371,30743.9312
177,"POLYGON ((-122.41208008428401 37.79313256387966, -122.41229603824283 37.79310514093508, -122.41229616341394 37.79310510646144, -122.4122837805089 37.79304364899436, -122.41229013831769 37.79304282491618, -122.41229025894795 37.79304279051618, -122.4122858305158 37.793021296308055, -122.41227944326344 37.793022123567184, -122.41226456966494 37.7929483103058, -122.41227152874352 37.79294741789864, -122.41227164708002 37.79294738263466, -122.41226733740396 37.79292626591036, -122.41226031047114 37.79292716933107, -122.41224539374255 37.79285313506768, -122.41225211171331 37.79285227360801, -122.4122522288913 37.792852237461624, -122.41224803621724 37.79283169471409, -122.41224124923379 37.79283256630492, -122.41222646566156 37.79275920308514, -122.41223324791368 37.792758368521554, -122.41223336509154 37.79275833237514, -122.41222938946198 37.79273792669619, -122.41222235244432 37.79273879062509, -122.41221016130949 37.792678292533715, -122.41218810283911 37.792681093440876, -122.41218680774958 37.792674902381734, -122.41213582136982 37.79268161322312, -122.41213571438551 37.79268164830288, -122.41213695298107 37.79268758613654, -122.41206415895256 37.792696827914824, -122.41206291759937 37.792690694562, -122.41201117898267 37.79269730129061, -122.41201107086307 37.79269733638867, -122.41201230046444 37.7927034104525, -122.41199421175699 37.79270570716043, -122.41199409800781 37.79270574415221, -122.41199437149196 37.79270710325283, -122.4119943126247 37.792707110515856, -122.41200606841512 37.792765350937515, -122.41199836459964 37.792766296861046, -122.41199825193917 37.79276633203271, -122.41200223885863 37.79278673753534, -122.41201018720396 37.792785761511276, -122.41202522611496 37.792860272364166, -122.41201613338167 37.792861439077264, -122.4120160147668 37.79286146353099, -122.41202019943209 37.792882006415475, -122.41202937031028 37.79288083122521, -122.41204429366488 37.79295491046538, -122.41203627276712 37.792955936333364, -122.41203615417531 37.792955961687895, -122.4120404556555 37.792977071342655, -122.412048548906 37.792976032585464, -122.41206347461566 37.79305011358674, -122.41205530578652 37.793051172495844, -122.41205518629133 37.793051206877195, -122.41205961678972 37.79307269565202, -122.41206780941376 37.79307163455437, -122.41208008428401 37.79313256387966))",Nob Hill Community Apartments,1170 Sacramento Street,0222A001,0222A001,1964,,19 story shear wall building,236,19,3,Residential,RC,RC Shear Wall,RC Shear Wall,concrete,Mat,,,215000,Type I - Fire resistive,10,Very Low,73,81,63,,,,1964,,156x63,156x63,"10'2""",,,,,,,2.01808E+13,Plans at DBI,485.7183361,10157.23954
174,"POLYGON ((-122.4016089390151 37.78849888437921, -122.40159641544443 37.78848880803928, -122.40156631829737 37.788512779011285, -122.40155441719247 37.78850186621707, -122.40157417497026 37.78848606295476, -122.40157418324868 37.78848598711946, -122.40144866452641 37.78838218930442, -122.40144621182483 37.7883841475376, -122.40142942977445 37.78837083150718, -122.40141083457517 37.78838573731625, -122.40140799726355 37.78838340747768, -122.40118397574727 37.78856251461542, -122.40118397200901 37.78856259037746, -122.40118717961496 37.78856501248263, -122.40116283469331 37.78858452693163, -122.40116283155967 37.78858458195606, -122.4011949997201 37.78860978294393, -122.40119569904105 37.788609242656634, -122.401328604738 37.78871729429708, -122.4013415087298 37.788706924151896, -122.40135438826316 37.78871684337484, -122.40133516761368 37.7887310094472, -122.4013351598886 37.788731106902645, -122.40134430251211 37.788738200707066, -122.40131242266052 37.78876178670136, -122.40131241607045 37.78876188413845, -122.4014388882099 37.78886387151013, -122.40143620017777 37.788865997558226, -122.40143619101781 37.78886608332102, -122.4014569986326 37.78888289331699, -122.40145551893741 37.78888413471614, -122.40145551272151 37.78888420240722, -122.40151287710081 37.788931816557465, -122.4015533034929 37.788899627597054, -122.40155356672686 37.788899840543756, -122.40157495421423 37.78888297370674, -122.40157704323859 37.78886743376999, -122.4015961028058 37.788852831366235, -122.40160904124046 37.78885374020017, -122.40161006799114 37.788854234627834, -122.40161055317279 37.788853846491634, -122.40161101391529 37.78885387871416, -122.4016419971346 37.78882889490111, -122.40164200652502 37.78882881814669, -122.40164189881264 37.78882873607123, -122.4016860490656 37.78879531903366, -122.4016210182194 37.78874517544427, -122.40161713059332 37.788748438346055, -122.4016162067541 37.78874766108068, -122.40161143908759 37.788751502333966, -122.40159749431929 37.78874078472189, -122.4015975155272 37.78874068164171, -122.40154808897898 37.78870122435443, -122.4015564872073 37.78869512379347, -122.40146750529856 37.788613964572555, -122.4016089390151 37.78849888437921))",33 New Montgomery Street,33 New Montgomery Street,3707062,3707062,2001,,19 story EBF,287,19,1,"Office (Management, Information, Professional Services)",Steel,Dual: Steel Moment Frame and Steel Braced Frame - Eccentric,Steel Braced Frame,concrete and glass,Pile,,,240000,Type I - Fire resistive,100,Moderate,246,262,230,,,,2001,,159x130,159x130,13',,,,,,,2.01808E+13,Plans at DBI,623.0534017,13789.73419
173,"POLYGON ((-122.39877132242815 37.78578273955599, -122.39877828734792 37.785776278354525, -122.39903274660598 37.785979943644634, -122.39917733150791 37.785864338796806, -122.39917732470359 37.78586429474703, -122.39914273750634 37.78583705399744, -122.39914294091244 37.78583692635385, -122.399142920707 37.7858368023121, -122.3988600607746 37.78561170062704, -122.39886732395107 37.78560549146158, -122.39886730261102 37.78560536743803, -122.39883974779309 37.78558344404405, -122.39883242583926 37.78558970822716, -122.39878851788492 37.78555476703318, -122.39856749667936 37.78572965921428, -122.39856752140116 37.78572978228214, -122.39867683222862 37.78581623260909, -122.39874628511963 37.785762815939925, -122.39877132242815 37.78578273955599))",One Hawthorne Street,1 Hawthorne Street,3735047,3735047,2010,,25 story shear wall building,239,25,3,Residential,RC,RC Shear Wall,RC Shear Wall,concrete and glass,Mat + Pile,,,290607,Type I - Fire resistive,100,Very High,144,160,119,,,,2010,CBC2001,155x109,155x83,,,,,,,,2.01808E+13,Plans at DBI,505.3308414,10883.09561
172,"POLYGON ((-122.41298430144744 37.77859940615454, -122.41313640835679 37.77847847309873, -122.41313654081488 37.77847828169394, -122.41288646638408 37.77828021050886, -122.41289402525243 37.778274268711115, -122.41289416630327 37.778274058241614, -122.41259325703517 37.77803302572923, -122.41258378618589 37.77804047021158, -122.41258247060723 37.7780394272192, -122.4124923743704 37.778111058381526, -122.41247795347402 37.778099472884, -122.41242827740793 37.77813842538656, -122.41244302796383 37.77815029032641, -122.41243036144834 37.778160360507506, -122.41243023477978 37.778160556323634, -122.41298430144744 37.77859940615454))",1188 Mission at Trinity Place Apartments,1188 Mission Street,3702307,3702307,2010,,24 story shear wall building,223,24,0,Residential,RC,RC Shear Wall,RC Shear Wall,concrete and glass,Mat + Pile,,,328055,Type I - Fire resistive,100,Very High,168,177,161,,,,2010,CBC2001,221x58,221x58,"9'2.5""",,,,,,,2.01808E+13,Plans at DBI,596.0282411,14648.84494
171,"POLYGON ((-122.41314824037792 37.777613593582515, -122.41270778101995 37.77796268073167, -122.41271716452488 37.777968643236605, -122.4129105222142 37.778119849020534, -122.413352182722 37.7777724314083, -122.41314824037792 37.777613593582515))",1190 Mission at Trinity Place Apartments,1190 Mission Street,3702308,3702308,2013,,22 story shear wall building,215,22,1,Mixed Uses (With Residential),RC,RC Shear Wall,RC Shear Wall,concrete and glass,Mat + Pile,,,338053,Type I - Fire resistive,100,Very High,186,194,180,,,,2013,CBC2007,179x82,179x82,9',1st 13',,,,,,2.01808E+13,Plans at DBI,524.1040812,14771.82294
170,"POLYGON ((-122.41284200388537 37.77820421417218, -122.41319865990364 37.778486089303094, -122.4130201927764 37.778623339518305, -122.41340747456444 37.77892667789514, -122.41391763876727 37.778527790079885, -122.41411501396465 37.778381783482445, -122.41390110637631 37.778216044992085, -122.4136061528671 37.777962677111276, -122.41336824938982 37.77777958314527, -122.41284200388537 37.77820421417218))",33 8th at Trinity Place Apartments,33 8th Street,3702390,3702390,2017,,,229,19,,"Office (Management, Information, Professional Services)",RC,RC Shear Wall,RC Shear Wall,glass and concrete,,,,961816,Type II - Noncombustible,100,Very High,171,193,148,,,,2017,,,,,,,,,,,2.01808E+13,Plans at DBI,1184.128095,76783.66646
169,"POLYGON ((-122.3944771387952 37.78747363521412, -122.39383622158202 37.787960743807446, -122.3942575036653 37.78830985709278, -122.39489842112809 37.78782274624061, -122.3944771387952 37.78747363521412))",450 Folsom [Transbay Block 8],450 Folsom Street,3737042,3737042,2019,,,550,,2,Residential,,,Unknown,glass,Mat,,,,,,Very High,104,138,68,,,,2019,,,,,,,,,,,2.01807E+13,Peer Reviewers,864.8975037,45135.80357
168,"POLYGON ((-122.40174989398389 37.787071301326606, -122.40185562856531 37.787152725427504, -122.40211926617269 37.786943722627, -122.40211230044822 37.78693773199457, -122.40237808317836 37.78672821182846, -122.40237809001633 37.78672816845997, -122.40226512482896 37.78663830266905, -122.40227829923187 37.78662760270916, -122.40227832373247 37.78662745091026, -122.40213138662143 37.78651370664212, -122.4021291385605 37.78651553812397, -122.40200349440995 37.78642297112789, -122.40171534950875 37.78665445860618, -122.4017011204639 37.78664375550689, -122.40156212581424 37.78675491775578, -122.40156211270926 37.78675507117316, -122.40157261649928 37.786763311877856, -122.40155106050373 37.78678177839593, -122.40153232798463 37.78679733622367, -122.40179779844054 37.78701819527064, -122.40180481662983 37.78702384081211, -122.40174860569064 37.78707021541788, -122.4017486011225 37.78707025874975, -122.40174989398389 37.787071301326606))",The Paramount,680 Mission Street,3707063,3707063,2005,,41 story building with RC shear wall and RC moment frame as lateral systems,475,41,1,Residential,RC,Dual: RC Shear Wall and RC Moment Frame,RC Shear Wall,concrete,Mat,,,681251,Type I - Fire resistive,100,Very High,256,270,248,,,,2005,,220x158,220x158,"9'8""",,,,,,,2.01806E+13,Plans at DBI,763.5147301,31726.3435
